timestamps,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,latitude,longitude
2020-08-02 00:00:00+00:00,1596326400,Clear,clear-night,0.0,0.0,78.81,79.44,65.97,0.65,1014.5,5.32,11.02,126,0.07,0,10.0,301.4,,42.363796,-71.1087861286
2020-08-02 01:00:00+00:00,1596330000,Clear,clear-night,0.0,0.0,77.31,78.01,66.59,0.7,1015.1,6.35,12.21,146,0.1,0,10.0,301.4,,42.363796,-71.1087861286
2020-08-02 02:00:00+00:00,1596333600,Clear,clear-night,0.0,0.0,76.34,77.18,67.71,0.75,1015.5,7.0,13.36,160,0.11,0,10.0,300.7,,42.363796,-71.1087861286
2020-08-02 03:00:00+00:00,1596337200,Clear,clear-night,0.0,0.0,75.18,76.2,68.84,0.81,1016.0,4.91,12.97,184,0.14,0,10.0,300.0,,42.363796,-71.1087861286
2020-08-02 04:00:00+00:00,1596340800,Clear,clear-night,0.0,0.0,74.39,75.46,69.14,0.84,1015.8,4.84,11.65,186,0.11,0,10.0,298.9,,42.363796,-71.1087861286
2020-08-02 05:00:00+00:00,1596344400,Clear,clear-night,0.0,0.0,73.74,74.83,69.11,0.85,1015.7,4.23,12.63,198,0.07,0,10.0,297.4,,42.363796,-71.1087861286
2020-08-02 06:00:00+00:00,1596348000,Clear,clear-night,0.0006,0.01,73.19,74.3,69.13,0.87,1015.8,4.36,9.71,198,0.11,0,10.0,297.9,rain,42.363796,-71.1087861286
2020-08-02 07:00:00+00:00,1596351600,Clear,clear-night,0.0004,0.02,73.17,74.25,68.85,0.86,1015.7,4.42,9.59,200,0.14,0,10.0,296.8,rain,42.363796,-71.1087861286
2020-08-02 08:00:00+00:00,1596355200,Clear,clear-night,0.0,0.0,72.59,73.64,68.49,0.87,1015.8,4.65,9.39,196,0.14,0,10.0,295.5,,42.363796,-71.1087861286
2020-08-02 09:00:00+00:00,1596358800,Clear,clear-night,0.0005,0.03,71.79,72.83,68.18,0.88,1015.5,3.35,7.82,196,0.2,0,10.0,294.6,rain,42.363796,-71.1087861286
2020-08-02 10:00:00+00:00,1596362400,Partly Cloudy,partly-cloudy-day,0.0,0.0,71.43,72.45,67.94,0.89,1015.3,3.35,6.67,197,0.36,0,9.555,294.2,,42.363796,-71.1087861286
2020-08-02 11:00:00+00:00,1596366000,Partly Cloudy,partly-cloudy-day,0.0,0.0,73.55,74.67,69.27,0.86,1015.7,3.37,9.05,202,0.43,0,10.0,294.3,,42.363796,-71.1087861286
2020-08-02 12:00:00+00:00,1596369600,Partly Cloudy,partly-cloudy-day,0.0,0.0,75.84,77.02,70.26,0.83,1015.8,4.0,10.48,201,0.42,1,10.0,294.5,,42.363796,-71.1087861286
2020-08-02 13:00:00+00:00,1596373200,Partly Cloudy,partly-cloudy-day,0.0,0.0,78.57,79.52,68.93,0.72,1016.5,5.61,12.43,187,0.53,3,10.0,293.9,,42.363796,-71.1087861286
2020-08-02 14:00:00+00:00,1596376800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,80.8,83.59,68.17,0.66,1016.0,6.88,14.72,188,0.67,4,10.0,294.6,,42.363796,-71.1087861286
2020-08-02 15:00:00+00:00,1596380400,Partly Cloudy,partly-cloudy-day,0.0005,0.01,82.58,85.52,67.83,0.61,1016.1,6.15,15.57,188,0.59,5,10.0,295.1,rain,42.363796,-71.1087861286
2020-08-02 16:00:00+00:00,1596384000,Partly Cloudy,partly-cloudy-day,0.0006,0.01,83.28,85.54,66.17,0.56,1015.8,8.96,16.18,166,0.32,7,10.0,295.4,rain,42.363796,-71.1087861286
2020-08-02 17:00:00+00:00,1596387600,Clear,clear-day,0.0,0.0,83.97,85.83,65.2,0.53,1015.1,10.47,17.01,172,0.26,8,10.0,295.5,,42.363796,-71.1087861286
2020-08-02 18:00:00+00:00,1596391200,Clear,clear-day,0.0009,0.01,85.27,86.95,64.78,0.5,1015.0,10.98,19.65,158,0.2,8,10.0,295.8,rain,42.363796,-71.1087861286
2020-08-02 19:00:00+00:00,1596394800,Clear,clear-day,0.0018,0.01,85.88,87.92,65.52,0.51,1014.5,11.43,23.15,162,0.24,6,10.0,295.7,rain,42.363796,-71.1087861286
2020-08-02 20:00:00+00:00,1596398400,Partly Cloudy,partly-cloudy-day,0.0008,0.03,83.64,87.07,68.55,0.61,1014.0,11.1,21.09,169,0.48,4,10.0,295.5,rain,42.363796,-71.1087861286
2020-08-02 21:00:00+00:00,1596402000,Partly Cloudy,partly-cloudy-day,0.0015,0.05,81.86,85.94,70.63,0.69,1013.6,11.48,19.44,162,0.55,2,10.0,295.4,rain,42.363796,-71.1087861286
2020-08-02 22:00:00+00:00,1596405600,Possible Light Rain and Humid,rain,0.0174,0.46,78.46,79.85,72.45,0.82,1013.4,8.4,19.2,167,0.69,1,10.0,295.3,rain,42.363796,-71.1087861286
2020-08-02 23:00:00+00:00,1596409200,Possible Drizzle and Humid,rain,0.005,0.36,78.32,79.84,73.37,0.85,1013.5,8.74,21.85,184,0.8,0,10.0,295.3,rain,42.363796,-71.1087861286
2020-08-03 00:00:00+00:00,1596412800,Humid and Overcast,cloudy,0.0018,0.03,78.02,79.61,73.84,0.87,1013.3,9.83,19.23,162,0.94,0,10.0,295.5,rain,42.363796,-71.1087861286
2020-08-03 01:00:00+00:00,1596416400,Humid and Mostly Cloudy,partly-cloudy-night,0.0005,0.02,78.01,79.68,74.39,0.89,1013.2,7.86,19.66,180,0.84,0,10.0,296.4,rain,42.363796,-71.1087861286
2020-08-03 02:00:00+00:00,1596420000,Humid and Overcast,cloudy,0.0,0.0,78.31,81.2,74.72,0.89,1013.0,7.25,20.33,174,0.88,0,10.0,297.5,,42.363796,-71.1087861286
2020-08-03 03:00:00+00:00,1596423600,Humid and Mostly Cloudy,partly-cloudy-night,0.0004,0.02,78.53,81.73,74.97,0.89,1013.0,7.72,21.2,183,0.83,0,10.0,297.9,rain,42.363796,-71.1087861286
2020-08-03 04:00:00+00:00,1596427200,Humid and Mostly Cloudy,partly-cloudy-night,0.0002,0.01,78.5,81.7,75.24,0.9,1012.9,7.31,19.04,178,0.77,0,10.0,296.9,rain,42.363796,-71.1087861286
2020-08-03 05:00:00+00:00,1596430800,Humid and Mostly Cloudy,partly-cloudy-night,0.0006,0.02,78.44,81.62,75.61,0.91,1012.4,6.31,17.96,191,0.61,0,10.0,295.0,rain,42.363796,-71.1087861286
2020-08-03 06:00:00+00:00,1596434400,Humid and Partly Cloudy,partly-cloudy-night,0.0009,0.02,78.5,81.72,75.35,0.9,1012.0,6.25,17.06,195,0.55,0,10.0,293.3,rain,42.363796,-71.1087861286
2020-08-03 07:00:00+00:00,1596438000,Humid and Partly Cloudy,partly-cloudy-night,0.0009,0.02,78.32,81.29,75.44,0.91,1012.0,6.92,16.1,194,0.45,0,10.0,294.0,rain,42.363796,-71.1087861286
2020-08-03 08:00:00+00:00,1596441600,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,78.41,81.46,75.06,0.89,1011.7,5.91,14.0,211,0.34,0,10.0,293.5,,42.363796,-71.1087861286
2020-08-03 09:00:00+00:00,1596445200,Humid,clear-night,0.001,0.01,78.03,79.77,74.94,0.9,1012.2,6.38,15.76,220,0.27,0,10.0,292.8,rain,42.363796,-71.1087861286
2020-08-03 10:00:00+00:00,1596448800,Humid,clear-day,0.0009,0.01,78.7,82.13,75.06,0.89,1012.6,8.72,16.49,217,0.24,0,10.0,291.6,rain,42.363796,-71.1087861286
2020-08-03 11:00:00+00:00,1596452400,Humid,clear-day,0.0,0.0,79.7,84.16,74.67,0.85,1013.1,6.94,17.97,212,0.24,0,10.0,290.1,,42.363796,-71.1087861286
2020-08-03 12:00:00+00:00,1596456000,Humid,clear-day,0.0008,0.01,82.2,87.35,72.38,0.72,1013.4,7.73,21.18,223,0.12,1,10.0,289.2,rain,42.363796,-71.1087861286
2020-08-03 13:00:00+00:00,1596459600,Clear,clear-day,0.0,0.0,83.55,87.61,69.75,0.63,1013.0,9.87,21.16,219,0.23,3,10.0,289.8,,42.363796,-71.1087861286
2020-08-03 14:00:00+00:00,1596463200,Clear,clear-day,0.001,0.01,85.03,88.39,68.08,0.57,1013.7,10.0,23.14,229,0.31,5,10.0,290.9,rain,42.363796,-71.1087861286
2020-08-03 15:00:00+00:00,1596466800,Partly Cloudy,partly-cloudy-day,0.0,0.0,87.9,90.71,66.67,0.5,1013.6,9.61,23.1,243,0.37,6,10.0,291.9,,42.363796,-71.1087861286
2020-08-03 16:00:00+00:00,1596470400,Clear,clear-day,0.0,0.0,88.92,91.11,65.47,0.46,1013.8,11.3,24.37,245,0.31,8,10.0,292.4,,42.363796,-71.1087861286
2020-08-03 17:00:00+00:00,1596474000,Clear,clear-day,0.0,0.0,90.11,92.28,65.26,0.44,1014.0,10.11,23.66,245,0.19,8,10.0,292.7,,42.363796,-71.1087861286
2020-08-03 18:00:00+00:00,1596477600,Clear,clear-day,0.0009,0.01,90.75,93.03,65.34,0.43,1014.4,10.32,21.62,255,0.1,8,10.0,292.8,rain,42.363796,-71.1087861286
2020-08-03 19:00:00+00:00,1596481200,Clear,clear-day,0.001,0.01,90.76,92.9,65.09,0.43,1014.5,10.29,22.25,247,0.07,7,10.0,295.2,rain,42.363796,-71.1087861286
2020-08-03 20:00:00+00:00,1596484800,Clear,clear-day,0.0,0.0,90.74,92.81,65.0,0.43,1014.2,9.66,22.12,264,0.06,5,10.0,294.7,,42.363796,-71.1087861286
2020-08-03 21:00:00+00:00,1596488400,Clear,clear-day,0.0,0.0,89.76,91.82,65.13,0.44,1014.4,7.55,18.28,273,0.04,3,10.0,293.3,,42.363796,-71.1087861286
2020-08-03 22:00:00+00:00,1596492000,Clear,clear-day,0.0,0.0,88.63,90.88,65.62,0.47,1014.6,7.28,15.62,237,0.04,1,10.0,290.1,,42.363796,-71.1087861286
2020-08-03 23:00:00+00:00,1596495600,Clear,clear-day,0.0,0.0,86.93,89.28,66.02,0.5,1015.3,7.88,14.32,314,0.05,0,10.0,285.9,,42.363796,-71.1087861286
2020-08-04 00:00:00+00:00,1596499200,Clear,clear-night,0.0,0.0,84.24,86.42,65.91,0.54,1016.5,6.27,10.44,310,0.05,0,10.0,282.9,,42.363796,-71.1087861286
2020-08-04 01:00:00+00:00,1596502800,Clear,clear-night,0.0,0.0,81.94,83.9,65.45,0.57,1017.2,3.43,8.47,324,0.13,0,10.0,282.8,,42.363796,-71.1087861286
2020-08-04 02:00:00+00:00,1596506400,Clear,clear-night,0.0009,0.01,80.48,82.44,65.5,0.6,1017.7,3.08,5.25,309,0.18,0,10.0,283.2,rain,42.363796,-71.1087861286
2020-08-04 03:00:00+00:00,1596510000,Clear,clear-night,0.0005,0.01,79.24,79.82,65.59,0.63,1018.2,1.58,3.71,274,0.24,0,10.0,283.3,rain,42.363796,-71.1087861286
2020-08-04 04:00:00+00:00,1596513600,Clear,clear-night,0.0,0.0,78.0,78.68,66.41,0.68,1018.0,2.75,4.25,225,0.24,0,10.0,282.2,,42.363796,-71.1087861286
2020-08-04 05:00:00+00:00,1596517200,Clear,clear-night,0.0,0.0,77.14,77.91,67.13,0.71,1018.0,1.67,3.78,215,0.22,0,10.0,280.8,,42.363796,-71.1087861286
2020-08-04 06:00:00+00:00,1596520800,Clear,clear-night,0.0004,0.01,76.15,76.95,67.33,0.74,1018.3,1.64,2.33,61,0.23,0,10.0,279.1,rain,42.363796,-71.1087861286
2020-08-04 07:00:00+00:00,1596524400,Partly Cloudy,partly-cloudy-night,0.0,0.0,75.51,76.34,67.52,0.76,1017.7,2.36,3.62,82,0.32,0,10.0,278.5,,42.363796,-71.1087861286
2020-08-04 08:00:00+00:00,1596528000,Partly Cloudy,partly-cloudy-night,0.0005,0.01,75.17,76.03,67.7,0.78,1018.0,2.07,3.78,130,0.44,0,10.0,278.1,rain,42.363796,-71.1087861286
2020-08-04 09:00:00+00:00,1596531600,Partly Cloudy,partly-cloudy-night,0.001,0.02,75.07,75.99,68.11,0.79,1017.8,2.7,3.67,139,0.4,0,10.0,277.6,rain,42.363796,-71.1087861286
2020-08-04 10:00:00+00:00,1596535200,Partly Cloudy,partly-cloudy-day,0.0,0.0,74.57,75.56,68.56,0.82,1017.5,2.68,4.3,134,0.56,0,10.0,276.8,,42.363796,-71.1087861286
2020-08-04 11:00:00+00:00,1596538800,Partly Cloudy,partly-cloudy-day,0.0008,0.04,75.37,76.53,70.01,0.83,1018.2,3.31,7.54,135,0.59,0,10.0,275.9,rain,42.363796,-71.1087861286
2020-08-04 12:00:00+00:00,1596542400,Partly Cloudy,partly-cloudy-day,0.0012,0.05,76.4,77.79,72.0,0.86,1018.1,2.02,5.1,134,0.49,1,10.0,275.2,rain,42.363796,-71.1087861286
2020-08-04 13:00:00+00:00,1596546000,Humid and Mostly Cloudy,partly-cloudy-day,0.0055,0.11,77.43,78.91,72.89,0.86,1018.0,3.48,5.59,128,0.77,3,10.0,275.5,rain,42.363796,-71.1087861286
2020-08-04 14:00:00+00:00,1596549600,Humid and Mostly Cloudy,partly-cloudy-day,0.0031,0.07,79.37,83.19,73.6,0.83,1017.8,4.16,8.48,102,0.84,4,10.0,275.3,rain,42.363796,-71.1087861286
2020-08-04 15:00:00+00:00,1596553200,Humid and Mostly Cloudy,partly-cloudy-day,0.0036,0.08,80.93,86.1,73.85,0.79,1017.4,5.68,10.96,105,0.85,5,10.0,274.8,rain,42.363796,-71.1087861286
2020-08-04 16:00:00+00:00,1596556800,Humid and Overcast,cloudy,0.0042,0.15,82.43,89.28,74.85,0.78,1016.9,8.7,14.99,128,0.97,5,10.0,273.9,rain,42.363796,-71.1087861286
2020-08-04 17:00:00+00:00,1596560400,Humid and Mostly Cloudy,partly-cloudy-day,0.0043,0.18,83.07,90.02,74.42,0.75,1016.0,11.65,20.75,132,0.86,6,10.0,272.8,rain,42.363796,-71.1087861286
2020-08-04 18:00:00+00:00,1596564000,Humid and Mostly Cloudy,partly-cloudy-day,0.0007,0.09,82.09,87.44,72.84,0.74,1014.8,10.44,24.23,106,0.81,6,10.0,269.4,rain,42.363796,-71.1087861286
2020-08-04 19:00:00+00:00,1596567600,Humid and Mostly Cloudy,partly-cloudy-day,0.0049,0.15,83.0,89.12,73.31,0.73,1013.0,13.9,27.69,127,0.72,5,10.0,269.7,rain,42.363796,-71.1087861286
2020-08-04 20:00:00+00:00,1596571200,Humid and Mostly Cloudy,partly-cloudy-day,0.0191,0.22,81.37,86.8,73.74,0.78,1011.0,16.32,36.67,133,0.85,4,9.516,270.9,rain,42.363796,-71.1087861286
2020-08-04 21:00:00+00:00,1596574800,Possible Light Rain and Windy,rain,0.0326,0.29,79.95,84.47,74.17,0.83,1009.1,18.12,40.08,143,0.85,2,8.049,272.3,rain,42.363796,-71.1087861286
2020-08-04 22:00:00+00:00,1596578400,Rain and Windy,rain,0.144,0.77,77.74,79.3,73.51,0.87,1008.1,18.31,39.03,159,0.73,1,7.399,273.9,rain,42.363796,-71.1087861286
2020-08-04 23:00:00+00:00,1596582000,Rain and Windy,rain,0.0413,0.44,77.17,78.23,69.6,0.78,1007.8,21.1,40.99,181,0.64,0,10.0,275.7,rain,42.363796,-71.1087861286
2020-08-05 00:00:00+00:00,1596585600,Windy and Partly Cloudy,wind,0.0,0.0,76.04,76.86,67.45,0.75,1007.1,17.75,42.95,183,0.41,0,10.0,278.1,,42.363796,-71.1087861286
2020-08-05 01:00:00+00:00,1596589200,Clear,clear-night,0.0,0.0,75.56,76.39,67.47,0.76,1008.2,16.1,38.12,188,0.28,0,10.0,278.2,,42.363796,-71.1087861286
2020-08-05 02:00:00+00:00,1596592800,Clear,clear-night,0.0,0.0,75.0,75.84,67.44,0.77,1009.6,13.39,31.04,212,0.2,0,10.0,277.7,,42.363796,-71.1087861286
2020-08-05 03:00:00+00:00,1596596400,Clear,clear-night,0.0004,0.02,74.62,75.46,67.41,0.78,1011.7,11.02,27.78,219,0.17,0,10.0,277.4,rain,42.363796,-71.1087861286
2020-08-05 04:00:00+00:00,1596600000,Clear,clear-night,0.0005,0.02,74.12,74.92,66.94,0.78,1012.6,11.64,23.95,225,0.12,0,10.0,277.8,rain,42.363796,-71.1087861286
2020-08-05 05:00:00+00:00,1596603600,Clear,clear-night,0.0,0.0,73.3,74.08,66.72,0.8,1012.8,7.82,20.56,227,0.09,0,10.0,278.5,,42.363796,-71.1087861286
2020-08-05 06:00:00+00:00,1596607200,Clear,clear-night,0.0,0.0,72.55,73.34,66.6,0.82,1013.3,8.94,18.93,222,0.06,0,10.0,278.8,,42.363796,-71.1087861286
2020-08-05 07:00:00+00:00,1596610800,Clear,clear-night,0.0,0.0,72.06,72.89,66.85,0.84,1013.1,5.85,13.96,222,0.07,0,10.0,279.6,,42.363796,-71.1087861286
2020-08-05 08:00:00+00:00,1596614400,Clear,clear-night,0.0003,0.01,71.32,72.25,67.33,0.87,1013.7,5.42,12.42,213,0.05,0,10.0,280.4,rain,42.363796,-71.1087861286
2020-08-05 09:00:00+00:00,1596618000,Clear,clear-night,0.0,0.0,71.17,72.17,67.78,0.89,1013.0,4.63,13.8,218,0.04,0,10.0,281.4,,42.363796,-71.1087861286
2020-08-05 10:00:00+00:00,1596621600,Clear,clear-day,0.0,0.0,71.0,72.02,67.87,0.9,1013.6,4.68,12.81,215,0.14,0,10.0,282.4,,42.363796,-71.1087861286
2020-08-05 11:00:00+00:00,1596625200,Clear,clear-day,0.0,0.0,72.86,73.94,68.78,0.87,1014.8,6.06,14.12,214,0.26,0,10.0,283.4,,42.363796,-71.1087861286
2020-08-05 12:00:00+00:00,1596628800,Clear,clear-day,0.0006,0.01,75.36,76.48,69.67,0.83,1015.2,5.57,13.68,226,0.15,1,10.0,283.3,rain,42.363796,-71.1087861286
2020-08-05 13:00:00+00:00,1596632400,Clear,clear-day,0.0,0.0,78.39,79.41,69.45,0.74,1015.4,5.32,11.74,231,0.15,3,10.0,283.0,,42.363796,-71.1087861286
2020-08-05 14:00:00+00:00,1596636000,Clear,clear-day,0.0,0.0,81.54,84.64,68.63,0.65,1015.3,5.47,12.09,231,0.13,5,10.0,282.4,,42.363796,-71.1087861286
2020-08-05 15:00:00+00:00,1596639600,Clear,clear-day,0.0,0.0,84.33,87.73,68.31,0.59,1015.2,6.36,14.35,243,0.14,7,10.0,282.3,,42.363796,-71.1087861286
2020-08-05 16:00:00+00:00,1596643200,Clear,clear-day,0.0004,0.01,86.2,89.61,67.94,0.55,1015.6,7.37,15.81,215,0.19,8,10.0,283.0,rain,42.363796,-71.1087861286
2020-08-05 17:00:00+00:00,1596646800,Clear,clear-day,0.0,0.0,87.11,90.28,67.37,0.52,1015.2,6.5,16.23,232,0.14,9,10.0,284.2,,42.363796,-71.1087861286
2020-08-05 18:00:00+00:00,1596650400,Clear,clear-day,0.0017,0.01,89.12,91.69,66.08,0.47,1014.9,8.39,19.72,221,0.12,8,10.0,285.5,rain,42.363796,-71.1087861286
2020-08-05 19:00:00+00:00,1596654000,Clear,clear-day,0.0022,0.01,89.83,92.16,65.59,0.45,1014.5,7.97,17.13,231,0.15,7,10.0,287.0,rain,42.363796,-71.1087861286
2020-08-05 20:00:00+00:00,1596657600,Clear,clear-day,0.0011,0.01,89.84,91.89,65.1,0.44,1014.3,8.54,18.93,242,0.18,4,10.0,288.3,rain,42.363796,-71.1087861286
2020-08-05 21:00:00+00:00,1596661200,Clear,clear-day,0.0021,0.01,89.11,91.01,64.93,0.45,1014.2,8.64,18.22,221,0.22,2,10.0,289.2,rain,42.363796,-71.1087861286
2020-08-05 22:00:00+00:00,1596664800,Clear,clear-day,0.0,0.0,87.69,89.2,64.35,0.46,1014.4,8.73,17.0,234,0.27,1,10.0,289.5,,42.363796,-71.1087861286
2020-08-05 23:00:00+00:00,1596668400,Clear,clear-day,0.0,0.0,86.53,87.14,62.36,0.45,1015.0,8.68,16.82,261,0.3,0,10.0,289.4,,42.363796,-71.1087861286
2020-08-06 00:00:00+00:00,1596672000,Clear,clear-night,0.0,0.0,83.83,84.36,61.58,0.47,1015.1,6.72,14.38,291,0.09,0,10.0,289.2,,42.363796,-71.1087861286
2020-08-06 01:00:00+00:00,1596675600,Clear,clear-night,0.0,0.0,80.57,81.83,62.65,0.54,1015.7,6.94,12.4,303,0.07,0,10.0,289.2,,42.363796,-71.1087861286
2020-08-06 02:00:00+00:00,1596679200,Clear,clear-night,0.0,0.0,78.03,78.22,61.7,0.57,1016.3,6.45,10.93,328,0.06,0,10.0,289.2,,42.363796,-71.1087861286
2020-08-06 03:00:00+00:00,1596682800,Clear,clear-night,0.0,0.0,76.2,76.29,60.71,0.59,1017.4,3.96,9.15,309,0.09,0,10.0,289.3,,42.363796,-71.1087861286
2020-08-06 04:00:00+00:00,1596686400,Clear,clear-night,0.0,0.0,74.45,74.45,59.95,0.61,1017.8,4.97,7.69,321,0.13,0,10.0,289.8,,42.363796,-71.1087861286
2020-08-06 05:00:00+00:00,1596690000,Clear,clear-night,0.0,0.0,72.8,72.8,58.99,0.62,1017.7,4.18,7.16,315,0.11,0,10.0,290.2,,42.363796,-71.1087861286
2020-08-06 06:00:00+00:00,1596693600,Clear,clear-night,0.0,0.0,71.04,71.04,58.29,0.64,1018.5,3.56,5.81,309,0.04,0,10.0,291.2,,42.363796,-71.1087861286
2020-08-06 07:00:00+00:00,1596697200,Clear,clear-night,0.0,0.0,69.82,69.82,58.04,0.66,1018.6,2.55,5.07,281,0.16,0,10.0,290.6,,42.363796,-71.1087861286
2020-08-06 08:00:00+00:00,1596700800,Clear,clear-night,0.0,0.0,68.53,68.53,57.38,0.68,1018.3,2.61,4.8,276,0.18,0,10.0,289.6,,42.363796,-71.1087861286
2020-08-06 09:00:00+00:00,1596704400,Clear,clear-night,0.0,0.0,67.95,67.95,57.53,0.69,1018.7,2.62,4.26,276,0.24,0,10.0,289.0,,42.363796,-71.1087861286
2020-08-06 10:00:00+00:00,1596708000,Partly Cloudy,partly-cloudy-day,0.0,0.0,67.36,67.36,56.82,0.69,1019.2,2.95,4.85,299,0.32,0,10.0,289.4,,42.363796,-71.1087861286
2020-08-06 11:00:00+00:00,1596711600,Clear,clear-day,0.0,0.0,69.08,69.08,57.4,0.66,1019.8,3.1,5.75,284,0.27,0,10.0,290.3,,42.363796,-71.1087861286
2020-08-06 12:00:00+00:00,1596715200,Clear,clear-day,0.0,0.0,72.82,72.82,57.56,0.59,1020.7,5.05,7.28,311,0.1,1,10.0,290.9,,42.363796,-71.1087861286
2020-08-06 13:00:00+00:00,1596718800,Clear,clear-day,0.0,0.0,75.81,75.81,56.72,0.52,1020.4,4.04,7.78,334,0.12,3,10.0,291.5,,42.363796,-71.1087861286
2020-08-06 14:00:00+00:00,1596722400,Clear,clear-day,0.0,0.0,77.41,77.41,56.49,0.49,1020.4,4.07,8.58,294,0.16,5,10.0,291.9,,42.363796,-71.1087861286
2020-08-06 15:00:00+00:00,1596726000,Clear,clear-day,0.0,0.0,79.36,79.36,57.13,0.47,1020.2,3.75,9.79,289,0.22,7,10.0,292.2,,42.363796,-71.1087861286
2020-08-06 16:00:00+00:00,1596729600,Clear,clear-day,0.0,0.0,80.16,80.68,58.25,0.47,1019.8,3.97,10.84,286,0.28,8,10.0,292.2,,42.363796,-71.1087861286
2020-08-06 17:00:00+00:00,1596733200,Partly Cloudy,partly-cloudy-day,0.0,0.0,82.33,82.35,58.69,0.45,1019.6,4.84,12.24,253,0.34,8,10.0,292.0,,42.363796,-71.1087861286
