,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,timestamp
92,101,4,0,0,11,0,True,True,True,2020-03-10 13:08:10+00:00
93,102,15,0,0,0,0,True,True,True,2020-03-10 13:47:51+00:00
95,104,4,0,2,13,0,True,True,True,2020-03-10 14:10:23+00:00
96,105,0,0,0,19,0,True,True,True,2020-03-10 13:47:13+00:00
97,106,0,0,0,3,0,False,False,False,2019-11-19 16:56:13+00:00
98,108,0,0,1,16,0,True,True,True,2020-03-10 14:11:25+00:00
99,109,12,0,0,23,0,True,True,True,2020-03-10 13:38:59+00:00
100,110,7,0,1,7,0,True,True,True,2020-03-10 14:19:14+00:00
101,111,5,0,1,9,0,True,True,True,2020-03-10 12:56:08+00:00
105,115,0,0,0,19,0,True,True,True,2020-03-10 14:21:08+00:00
106,116,10,0,0,13,0,True,True,True,2020-03-10 14:20:35+00:00
107,117,8,0,0,11,0,True,True,True,2020-03-10 14:13:14+00:00
108,118,4,0,0,15,0,True,True,True,2020-03-10 14:18:57+00:00
109,119,6,0,1,8,0,True,True,True,2020-03-10 12:54:26+00:00
111,121,8,0,0,9,0,True,True,True,2020-03-10 13:46:59+00:00
113,124,8,0,0,7,0,True,True,True,2020-03-10 13:27:10+00:00
114,125,1,0,0,14,0,True,True,True,2020-03-10 14:01:02+00:00
115,126,2,0,0,13,0,True,True,True,2020-03-10 13:17:38+00:00
116,128,0,0,0,19,0,False,False,False,2019-11-07 14:52:43+00:00
119,131,12,0,1,5,0,True,True,True,2020-03-10 14:23:29+00:00
120,133,7,0,0,16,0,True,True,True,2020-03-10 14:00:28+00:00
122,135,13,0,0,4,0,True,True,True,2020-03-10 13:37:22+00:00
123,136,15,0,0,4,0,True,True,True,2020-03-10 13:30:11+00:00
124,137,3,0,0,12,0,True,True,True,2020-03-10 14:05:22+00:00
125,138,13,0,0,2,0,True,True,True,2020-03-10 13:06:46+00:00
126,139,0,0,0,19,0,True,True,True,2020-03-10 12:57:01+00:00
127,140,9,0,0,8,0,True,True,True,2020-03-10 12:12:47+00:00
128,141,9,0,0,6,0,True,True,True,2020-03-10 14:20:59+00:00
129,142,1,0,0,22,0,True,True,True,2020-03-10 13:55:20+00:00
130,143,22,0,1,0,0,True,True,True,2020-03-10 13:45:20+00:00
131,144,13,0,0,6,0,True,True,True,2020-03-10 14:10:59+00:00
132,145,2,0,1,16,0,True,True,True,2020-03-10 13:52:21+00:00
133,146,16,0,1,2,0,True,True,True,2020-03-10 14:17:48+00:00
134,149,8,0,1,9,0,True,True,True,2020-03-10 14:04:18+00:00
135,150,17,0,2,0,0,True,True,True,2020-03-10 13:48:19+00:00
136,151,17,0,2,0,0,True,True,True,2020-03-10 13:37:38+00:00
137,152,11,0,0,4,0,True,True,True,2020-03-10 13:31:08+00:00
138,156,2,0,0,13,0,True,True,True,2020-03-10 12:45:33+00:00
139,157,13,0,0,2,0,True,True,True,2020-03-10 14:18:26+00:00
140,159,0,0,1,14,0,True,True,True,2020-03-10 14:14:01+00:00
141,160,4,0,0,10,0,True,True,True,2020-03-10 13:50:24+00:00
142,161,4,0,2,17,0,True,True,True,2020-03-10 13:58:09+00:00
143,162,3,0,0,12,0,True,True,True,2020-03-10 08:09:30+00:00
144,163,5,0,1,13,0,True,True,True,2020-03-10 13:10:46+00:00
146,169,0,0,0,19,0,True,True,True,2020-03-10 12:45:20+00:00
147,170,0,0,0,14,0,True,True,True,2020-03-10 08:43:46+00:00
148,171,0,0,0,23,0,True,True,True,2020-03-10 14:05:42+00:00
149,173,11,0,0,3,0,True,True,True,2020-03-10 11:51:49+00:00
150,174,5,0,0,10,0,True,True,True,2020-03-10 12:22:01+00:00
151,175,0,0,1,16,0,True,True,True,2020-03-10 13:35:16+00:00
152,176,4,0,1,10,0,True,True,True,2020-03-10 14:21:37+00:00
153,177,4,0,1,14,0,True,True,True,2020-03-10 14:16:29+00:00
154,178,2,0,1,16,0,True,True,True,2020-03-10 14:24:22+00:00
155,179,0,0,0,25,0,True,True,True,2020-03-10 14:07:46+00:00
156,180,12,0,0,7,0,True,True,True,2020-03-10 14:07:05+00:00
157,181,0,0,0,19,0,True,True,True,2020-03-10 13:05:25+00:00
158,182,4,0,0,15,0,True,True,True,2020-03-10 14:13:21+00:00
159,183,0,0,0,19,0,True,True,True,2020-03-10 14:03:25+00:00
160,184,5,0,0,14,0,True,True,True,2020-03-10 14:23:30+00:00
161,185,0,0,0,15,0,True,True,True,2020-03-10 13:52:30+00:00
164,188,8,0,0,7,0,True,True,True,2020-03-10 13:37:35+00:00
165,189,23,0,0,0,0,True,True,True,2020-03-10 14:23:01+00:00
166,191,10,0,0,5,0,True,True,True,2020-03-10 08:48:45+00:00
167,192,19,0,0,0,0,True,True,True,2020-03-10 12:59:29+00:00
168,193,12,0,0,3,0,True,True,True,2020-03-10 13:00:37+00:00
169,194,2,0,1,16,0,True,True,True,2020-03-10 13:54:51+00:00
170,195,9,0,0,14,0,True,True,True,2020-03-10 14:25:14+00:00
171,196,3,0,1,6,0,True,True,True,2020-03-10 14:19:24+00:00
172,197,1,0,0,14,0,True,True,True,2020-03-10 08:17:36+00:00
174,200,14,0,0,5,0,True,True,True,2020-03-10 12:00:08+00:00
175,201,2,0,0,13,0,True,True,True,2020-03-10 12:43:42+00:00
176,202,0,0,1,14,0,True,True,True,2020-03-10 08:32:35+00:00
177,203,1,0,0,14,0,True,True,True,2020-03-10 08:19:24+00:00
179,205,0,0,0,15,0,True,True,True,2020-03-10 12:19:28+00:00
180,206,19,0,0,4,0,True,True,True,2020-03-10 13:59:33+00:00
181,208,4,0,0,11,0,True,True,True,2020-03-10 13:22:01+00:00
182,209,0,0,0,15,0,True,True,True,2020-03-10 08:27:58+00:00
183,210,1,0,0,14,0,True,True,True,2020-03-10 08:24:25+00:00
185,212,14,0,0,19,0,True,True,True,2020-03-10 09:03:45+00:00
186,213,3,0,0,13,0,True,True,True,2020-03-10 12:43:57+00:00
187,214,1,0,0,10,0,True,True,True,2020-03-10 09:04:44+00:00
188,215,4,0,0,11,0,True,True,True,2020-03-10 08:33:53+00:00
190,217,3,0,1,15,0,True,True,True,2020-03-10 08:43:35+00:00
191,218,15,0,0,0,0,True,True,True,2020-03-10 13:14:03+00:00
192,219,0,0,0,15,0,True,True,True,2020-03-10 08:38:17+00:00
193,221,0,0,0,19,0,True,True,True,2020-03-10 14:24:09+00:00
194,222,4,0,0,10,0,True,True,True,2020-03-10 13:25:36+00:00
195,224,2,0,0,15,0,True,True,True,2020-03-10 14:23:02+00:00
196,225,0,0,1,18,0,True,True,True,2020-03-10 13:42:59+00:00
197,226,5,0,0,10,0,True,True,True,2020-03-10 13:52:10+00:00
198,227,0,0,0,3,0,False,False,False,2020-03-04 18:19:08+00:00
199,228,13,0,2,4,0,True,True,True,2020-03-10 14:09:19+00:00
200,232,1,0,0,10,0,True,True,True,2020-03-10 08:23:42+00:00
202,234,7,0,0,8,0,True,True,True,2020-03-10 13:10:40+00:00
203,235,3,0,0,12,0,True,True,True,2020-03-10 13:47:42+00:00
204,236,7,0,0,8,0,True,True,True,2020-03-10 13:42:01+00:00
205,239,6,0,0,9,0,True,True,True,2020-03-10 13:57:46+00:00
207,258,11,0,0,4,0,True,True,True,2020-03-10 12:49:47+00:00
210,271,10,0,0,5,0,True,True,True,2020-03-10 13:32:08+00:00
211,272,2,0,0,17,0,True,True,True,2020-03-10 13:16:49+00:00
212,273,9,0,0,31,0,True,True,True,2020-03-10 13:39:12+00:00
213,279,8,0,0,11,0,True,True,True,2020-03-10 13:23:19+00:00
214,280,0,0,0,19,0,True,True,True,2020-03-10 13:37:09+00:00
215,282,1,0,0,14,0,True,True,True,2020-03-10 13:32:27+00:00
216,296,19,0,1,3,0,True,True,True,2020-03-10 13:35:13+00:00
217,318,18,0,1,0,0,True,True,True,2020-03-10 14:13:30+00:00
218,319,23,0,1,1,0,True,True,True,2020-03-10 13:14:44+00:00
219,327,1,0,0,14,0,True,True,True,2020-03-10 12:49:58+00:00
220,328,9,0,0,6,0,True,True,True,2020-03-10 14:00:55+00:00
221,329,8,0,0,7,0,True,True,True,2020-03-10 11:21:39+00:00
222,330,4,0,0,11,0,True,True,True,2020-03-10 14:05:53+00:00
223,331,3,0,0,12,0,True,True,True,2020-03-10 14:04:50+00:00
224,332,1,0,0,14,0,True,True,True,2020-03-10 13:06:45+00:00
225,333,2,0,0,23,0,True,True,True,2020-03-10 14:20:19+00:00
226,334,6,0,2,11,0,True,True,True,2020-03-10 13:30:33+00:00
227,335,6,0,0,13,0,True,True,True,2020-03-10 13:46:30+00:00
228,336,3,0,0,12,0,True,True,True,2020-03-10 08:48:10+00:00
229,337,12,0,0,3,0,True,True,True,2020-03-10 13:01:12+00:00
230,338,0,0,0,15,0,True,True,True,2020-03-10 12:55:36+00:00
231,339,0,0,0,3,0,False,False,False,2019-11-07 18:06:54+00:00
232,340,8,0,1,10,0,True,True,True,2020-03-10 08:48:20+00:00
233,341,7,0,0,8,0,True,True,True,2020-03-10 13:24:28+00:00
234,342,3,0,0,12,0,True,True,True,2020-03-10 14:24:02+00:00
236,344,4,0,0,15,0,True,True,True,2020-03-10 13:19:33+00:00
237,345,16,0,1,2,0,True,True,True,2020-03-10 14:21:38+00:00
238,346,9,0,1,5,0,True,True,True,2020-03-10 14:11:12+00:00
240,348,4,0,0,11,0,True,True,True,2020-03-10 08:48:20+00:00
241,349,1,0,0,16,0,True,True,True,2020-03-10 12:28:36+00:00
242,350,7,0,0,10,0,True,True,True,2020-03-10 13:28:45+00:00
243,351,3,0,0,12,0,True,True,True,2020-03-10 12:30:33+00:00
244,352,14,0,1,0,0,True,True,True,2020-03-10 13:07:13+00:00
245,353,2,0,0,13,0,True,True,True,2020-03-10 08:48:30+00:00
247,355,4,0,0,13,0,True,True,True,2020-03-10 08:52:44+00:00
248,356,6,0,0,17,0,True,True,True,2020-03-10 14:22:16+00:00
250,358,1,0,0,18,0,True,True,True,2020-03-10 13:47:31+00:00
251,359,2,0,0,13,0,True,True,True,2020-03-10 13:10:30+00:00
252,360,0,0,1,14,0,True,True,True,2020-03-10 12:30:05+00:00
253,361,0,0,1,18,0,True,True,True,2020-03-10 13:48:15+00:00
254,362,13,0,0,6,0,True,True,True,2020-03-10 13:28:16+00:00
255,363,8,0,0,11,0,True,True,True,2020-03-10 14:12:37+00:00
256,364,11,0,0,8,0,True,True,True,2020-03-10 14:12:48+00:00
257,365,17,0,0,2,0,True,True,True,2020-03-10 14:05:39+00:00
258,366,10,0,1,4,0,True,True,True,2020-03-10 13:42:32+00:00
259,367,1,0,0,18,0,True,True,True,2020-03-10 13:47:26+00:00
260,368,0,0,0,15,0,False,False,False,2019-11-06 17:01:13+00:00
261,369,1,0,1,13,0,True,True,True,2020-03-10 13:59:26+00:00
262,370,18,0,0,1,0,True,True,True,2020-03-10 14:19:27+00:00
263,371,9,0,0,10,0,True,True,True,2020-03-10 12:08:21+00:00
264,372,19,0,0,0,0,True,True,True,2020-03-10 14:24:52+00:00
265,373,2,0,0,13,0,True,True,True,2020-03-10 13:47:23+00:00
266,374,17,0,1,1,0,True,True,True,2020-03-10 13:43:50+00:00
267,376,2,0,0,13,0,True,True,True,2020-03-10 13:05:38+00:00
268,377,0,0,2,17,0,True,True,True,2020-03-10 12:59:29+00:00
269,378,1,0,0,18,0,True,True,True,2020-03-10 14:10:31+00:00
270,379,1,0,1,13,0,True,True,True,2020-03-10 14:13:52+00:00
271,380,12,0,2,4,0,True,True,True,2020-03-10 14:01:53+00:00
272,381,0,0,0,19,0,True,True,True,2020-03-10 14:16:07+00:00
274,385,9,0,0,6,0,True,True,True,2020-03-10 14:22:00+00:00
275,386,0,0,0,19,0,True,True,True,2020-03-10 14:14:35+00:00
276,387,10,0,1,4,0,True,True,True,2020-03-10 08:54:14+00:00
277,388,0,0,0,3,0,False,False,False,2020-03-10 08:52:40+00:00
278,389,4,0,0,10,0,True,True,True,2020-03-10 08:54:20+00:00
279,390,13,0,1,1,0,True,True,True,2020-03-10 11:08:18+00:00
280,391,9,0,2,4,0,True,True,True,2020-03-10 08:53:59+00:00
281,392,1,0,0,14,0,True,True,True,2020-03-10 09:59:37+00:00
282,393,4,0,0,11,0,True,True,True,2020-03-10 08:52:50+00:00
283,394,12,0,1,1,0,True,True,True,2020-03-10 13:35:42+00:00
284,395,11,0,0,4,0,True,True,True,2020-03-10 12:03:30+00:00
285,396,4,0,2,9,0,True,True,True,2020-03-10 13:36:03+00:00
286,397,9,0,1,5,0,True,True,True,2020-03-10 14:24:44+00:00
287,398,12,0,0,7,0,True,True,True,2020-03-10 13:13:38+00:00
288,399,4,0,0,11,0,True,True,True,2020-03-10 14:06:11+00:00
289,400,0,0,1,26,0,True,True,True,2020-03-10 13:32:48+00:00
293,404,6,0,1,9,0,True,True,True,2020-03-10 14:05:17+00:00
294,405,14,0,1,4,0,True,True,True,2020-03-10 13:06:11+00:00
296,407,3,0,1,15,0,True,True,True,2020-03-10 13:28:25+00:00
297,408,3,0,0,12,0,True,True,True,2020-03-10 14:04:11+00:00
302,413,0,0,0,19,0,True,True,True,2020-03-10 13:58:05+00:00
303,414,3,0,0,20,0,True,True,True,2020-03-10 14:20:49+00:00
304,415,15,0,2,2,0,True,True,True,2020-03-10 14:19:56+00:00
307,419,6,0,0,9,0,True,True,True,2020-03-10 12:41:22+00:00
310,422,12,0,0,3,0,True,True,True,2020-03-10 08:59:25+00:00
312,424,9,0,0,10,0,True,True,True,2020-03-10 13:35:05+00:00
313,425,4,0,0,12,0,True,True,True,2020-03-10 13:30:28+00:00
314,426,26,0,1,0,0,True,True,True,2020-03-10 12:45:52+00:00
319,432,3,0,0,16,0,True,True,True,2020-03-10 11:09:52+00:00
320,433,4,0,0,15,0,True,True,True,2020-03-10 12:05:42+00:00
321,434,5,0,1,13,0,True,True,True,2020-03-10 03:52:24+00:00
323,436,8,0,3,4,0,True,True,True,2020-03-10 12:19:21+00:00
324,437,0,0,0,19,0,True,True,True,2020-03-10 13:13:56+00:00
325,440,3,0,0,14,0,True,True,True,2020-03-10 11:25:34+00:00
326,441,8,0,0,11,0,True,True,True,2020-03-10 13:21:10+00:00
327,442,4,0,0,11,0,True,True,True,2020-03-10 13:29:20+00:00
328,443,15,0,0,4,0,True,True,True,2020-03-10 12:48:00+00:00
329,445,4,0,1,14,0,True,True,True,2020-03-10 13:54:43+00:00
330,446,6,0,0,6,0,True,True,True,2020-03-10 13:24:45+00:00
