,station_id,num_ebikes_available,is_installed,num_docks_disabled,is_returning,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,num_docks_available,last_reported,station_status,legacy_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
41,49,0,True,0,True,1,5,False,12,2020-08-04 18:18:41+00:00,active,49,True,,,2020-08-04 18:23:40,2020
42,50,0,True,0,True,2,11,True,2,2020-08-04 18:23:11+00:00,active,50,True,,,2020-08-04 18:23:40,2020
43,51,0,True,0,True,1,7,False,7,2020-08-04 18:20:28+00:00,active,51,True,,,2020-08-04 18:23:40,2020
44,52,0,True,0,True,1,10,True,12,2020-08-04 18:16:56+00:00,active,52,True,,,2020-08-04 18:23:40,2020
45,53,0,True,0,True,0,4,False,15,2020-08-04 18:17:14+00:00,active,53,True,,,2020-08-04 18:23:40,2020
46,54,0,True,0,True,1,13,False,1,2020-08-04 18:05:43+00:00,active,54,True,,,2020-08-04 18:23:40,2020
47,55,0,True,0,True,0,9,False,6,2020-08-04 18:19:59+00:00,active,55,True,,,2020-08-04 18:23:40,2020
48,56,0,True,0,True,0,6,True,12,2020-08-04 17:21:38+00:00,active,56,True,,,2020-08-04 18:23:40,2020
49,57,0,True,0,True,1,1,True,12,2020-08-04 18:18:53+00:00,active,57,True,,,2020-08-04 18:23:40,2020
50,58,0,True,0,True,0,2,True,17,2020-08-04 17:43:28+00:00,active,58,True,,,2020-08-04 18:23:40,2020
51,59,0,True,0,True,1,8,True,10,2020-08-04 18:09:58+00:00,active,59,True,,,2020-08-04 18:23:40,2020
52,60,0,True,0,True,0,5,False,14,2020-08-04 18:20:29+00:00,active,60,True,,,2020-08-04 18:23:40,2020
53,61,0,True,0,True,0,5,False,14,2020-08-04 18:18:50+00:00,active,61,True,,,2020-08-04 18:23:40,2020
54,63,0,True,0,True,0,7,False,8,2020-08-04 17:06:05+00:00,active,63,True,,,2020-08-04 18:23:40,2020
55,64,0,True,0,True,0,15,False,4,2020-08-04 18:16:58+00:00,active,64,True,,,2020-08-04 18:23:40,2020
56,65,0,True,0,True,1,6,False,16,2020-08-04 16:26:16+00:00,active,65,True,,,2020-08-04 18:23:40,2020
57,66,0,True,0,True,0,0,False,15,2020-08-04 18:15:46+00:00,active,66,True,,,2020-08-04 18:23:40,2020
58,67,0,True,0,True,0,10,True,17,2020-08-04 18:13:43+00:00,active,67,True,,,2020-08-04 18:23:40,2020
59,68,0,True,0,True,1,1,True,17,2020-08-04 18:19:11+00:00,active,68,True,,,2020-08-04 18:23:40,2020
60,69,0,True,0,True,0,8,True,11,2020-08-04 18:10:46+00:00,active,69,True,,,2020-08-04 18:23:40,2020
61,70,0,True,0,True,0,20,False,3,2020-08-04 17:11:26+00:00,active,70,True,,,2020-08-04 18:23:40,2020
62,71,0,True,0,True,0,12,False,11,2020-08-04 17:54:43+00:00,active,71,True,,,2020-08-04 18:23:40,2020
63,72,0,True,0,True,0,4,False,19,2020-08-04 18:12:48+00:00,active,72,True,,,2020-08-04 18:23:40,2020
64,73,0,True,0,True,0,3,False,12,2020-08-04 18:14:36+00:00,active,73,True,,,2020-08-04 18:23:40,2020
65,74,0,True,0,True,0,10,True,9,2020-08-04 18:12:16+00:00,active,74,True,,,2020-08-04 18:23:40,2020
66,75,0,True,0,True,0,1,False,14,2020-08-04 16:37:59+00:00,active,75,True,,,2020-08-04 18:23:40,2020
67,76,0,True,0,True,0,6,False,11,2020-08-04 18:14:13+00:00,active,76,True,,,2020-08-04 18:23:40,2020
68,77,0,True,0,True,0,5,False,10,2020-08-04 17:36:34+00:00,active,77,True,,,2020-08-04 18:23:40,2020
69,78,0,True,0,True,0,14,False,5,2020-08-04 15:55:18+00:00,active,78,True,,,2020-08-04 18:23:40,2020
70,79,0,True,0,True,0,5,False,14,2020-08-04 18:21:17+00:00,active,79,True,,,2020-08-04 18:23:40,2020
71,80,0,True,0,True,1,32,False,2,2020-08-04 18:11:03+00:00,active,80,True,,,2020-08-04 18:23:40,2020
72,81,0,True,0,True,1,10,False,8,2020-08-04 18:23:14+00:00,active,81,True,,,2020-08-04 18:23:40,2020
73,82,0,True,0,True,0,11,False,4,2020-08-04 18:16:15+00:00,active,82,True,,,2020-08-04 18:23:40,2020
74,84,0,True,0,True,0,6,False,9,2020-08-04 18:23:24+00:00,active,84,True,,,2020-08-04 18:23:40,2020
75,85,0,True,0,True,2,11,False,6,2020-08-04 18:19:37+00:00,active,85,True,,,2020-08-04 18:23:40,2020
76,86,0,True,0,True,1,14,False,4,2020-08-04 18:13:48+00:00,active,86,True,,,2020-08-04 18:23:40,2020
77,87,0,True,0,True,0,5,False,10,2020-08-04 18:16:31+00:00,active,87,True,,,2020-08-04 18:23:40,2020
78,89,0,True,0,True,1,11,False,7,2020-08-04 18:05:12+00:00,active,89,True,,,2020-08-04 18:23:40,2020
79,90,0,True,0,True,1,6,False,12,2020-08-04 18:17:38+00:00,active,90,True,,,2020-08-04 18:23:40,2020
80,91,0,True,0,True,1,12,False,6,2020-08-04 17:49:11+00:00,active,91,True,,,2020-08-04 18:23:40,2020
81,92,0,True,0,True,0,15,False,4,2020-08-04 17:12:55+00:00,active,92,True,,,2020-08-04 18:23:40,2020
82,93,0,True,0,True,1,10,False,4,2020-08-04 17:12:34+00:00,active,93,True,,,2020-08-04 18:23:40,2020
83,94,0,True,0,True,2,7,False,2,2020-08-04 18:03:00+00:00,active,94,True,,,2020-08-04 18:23:40,2020
84,95,0,True,0,True,0,11,False,4,2020-08-04 17:52:59+00:00,active,95,True,,,2020-08-04 18:23:40,2020
85,96,0,True,0,True,0,16,False,3,2020-08-04 17:59:56+00:00,active,96,True,,,2020-08-04 18:23:40,2020
86,97,0,True,0,True,1,12,False,6,2020-08-04 18:07:10+00:00,active,97,True,,,2020-08-04 18:23:40,2020
87,98,0,True,0,True,0,4,False,19,2020-08-04 17:44:20+00:00,active,98,True,,,2020-08-04 18:23:40,2020
88,99,0,True,0,True,0,8,False,7,2020-08-04 17:53:34+00:00,active,99,True,,,2020-08-04 18:23:40,2020
89,100,0,True,0,True,1,15,True,9,2020-08-04 18:10:42+00:00,active,100,True,,,2020-08-04 18:23:40,2020
90,101,0,True,0,True,0,14,False,1,2020-08-04 16:14:31+00:00,active,101,True,,,2020-08-04 18:23:40,2020
91,102,0,True,0,True,1,5,False,9,2020-08-04 17:34:46+00:00,active,102,True,,,2020-08-04 18:23:40,2020
92,103,0,True,0,True,0,2,False,13,2020-08-04 18:08:58+00:00,active,103,True,,,2020-08-04 18:23:40,2020
93,104,0,True,0,True,0,4,False,15,2020-08-04 17:27:53+00:00,active,104,True,,,2020-08-04 18:23:40,2020
94,105,0,True,0,True,0,3,False,16,2020-08-04 18:10:00+00:00,active,105,True,,,2020-08-04 18:23:40,2020
95,106,0,True,0,True,0,2,False,13,2020-08-04 18:02:03+00:00,active,106,True,,,2020-08-04 18:23:40,2020
96,107,0,True,0,True,0,16,False,3,2020-08-04 18:18:57+00:00,active,107,True,,,2020-08-04 18:23:40,2020
97,108,0,True,0,True,1,13,False,3,2020-08-04 18:00:34+00:00,active,108,True,,,2020-08-04 18:23:40,2020
98,109,0,True,0,True,2,11,False,22,2020-08-04 18:13:59+00:00,active,109,True,,,2020-08-04 18:23:40,2020
99,110,0,True,0,True,0,11,False,4,2020-08-04 17:41:46+00:00,active,110,True,,,2020-08-04 18:23:40,2020
100,111,0,True,0,True,0,2,False,13,2020-08-04 18:16:17+00:00,active,111,True,,,2020-08-04 18:23:40,2020
101,112,0,True,0,True,0,12,False,3,2020-08-04 17:32:20+00:00,active,112,True,,,2020-08-04 18:23:40,2020
102,113,0,True,0,True,0,12,False,3,2020-08-04 17:45:48+00:00,active,113,True,,,2020-08-04 18:23:40,2020
103,114,0,True,0,True,0,11,False,4,2020-08-04 18:12:28+00:00,active,114,True,,,2020-08-04 18:23:40,2020
104,115,0,True,0,True,0,17,False,2,2020-08-04 18:20:18+00:00,active,115,True,,,2020-08-04 18:23:40,2020
105,116,0,True,0,True,0,13,False,10,2020-08-04 18:11:38+00:00,active,116,True,,,2020-08-04 18:23:40,2020
106,117,0,True,0,True,0,5,False,14,2020-08-04 17:44:26+00:00,active,117,True,,,2020-08-04 18:23:40,2020
107,118,0,True,0,True,0,16,False,3,2020-08-04 18:22:23+00:00,active,118,True,,,2020-08-04 18:23:40,2020
108,119,0,True,0,True,0,4,False,11,2020-08-04 18:06:13+00:00,active,119,True,,,2020-08-04 18:23:40,2020
109,120,0,True,0,True,0,9,False,6,2020-08-04 17:49:51+00:00,active,120,True,,,2020-08-04 18:23:40,2020
110,121,0,True,0,True,0,2,False,15,2020-08-04 18:10:46+00:00,active,121,True,,,2020-08-04 18:23:40,2020
111,122,0,True,0,True,1,2,False,12,2020-08-04 18:12:58+00:00,active,122,True,,,2020-08-04 18:23:40,2020
112,124,0,True,0,True,0,4,False,11,2020-08-04 13:21:47+00:00,active,124,True,,,2020-08-04 18:23:40,2020
113,125,0,True,0,True,0,0,False,15,2020-08-04 18:20:30+00:00,active,125,True,,,2020-08-04 18:23:40,2020
114,126,0,True,0,True,0,1,False,14,2020-08-04 12:46:51+00:00,active,126,True,,,2020-08-04 18:23:40,2020
115,128,0,True,0,True,0,13,False,6,2020-08-04 16:32:26+00:00,active,128,True,,,2020-08-04 18:23:40,2020
116,129,0,True,0,True,0,13,False,6,2020-08-04 17:55:17+00:00,active,129,True,,,2020-08-04 18:23:40,2020
117,130,0,True,0,True,0,13,False,2,2020-08-04 17:43:37+00:00,active,130,True,,,2020-08-04 18:23:40,2020
118,131,0,True,0,True,0,9,False,9,2020-08-04 17:00:43+00:00,active,131,True,,,2020-08-04 18:23:40,2020
119,133,0,True,0,True,1,10,False,12,2020-08-04 18:15:41+00:00,active,133,True,,,2020-08-04 18:23:40,2020
120,135,0,True,0,True,0,13,False,4,2020-08-04 13:58:18+00:00,active,135,True,,,2020-08-04 18:23:40,2020
121,136,0,True,0,True,1,17,False,1,2020-08-04 17:59:40+00:00,active,136,True,,,2020-08-04 18:23:40,2020
122,137,0,True,0,True,0,4,False,11,2020-08-04 16:45:56+00:00,active,137,True,,,2020-08-04 18:23:40,2020
123,138,0,True,0,True,1,13,False,1,2020-08-04 17:55:14+00:00,active,138,True,,,2020-08-04 18:23:40,2020
124,139,0,True,0,True,0,0,False,19,2020-08-04 17:05:41+00:00,active,139,True,,,2020-08-04 18:23:40,2020
125,140,0,True,0,True,0,14,False,3,2020-08-04 17:47:43+00:00,active,140,True,,,2020-08-04 18:23:40,2020
126,141,0,True,0,True,0,6,False,9,2020-08-04 18:11:53+00:00,active,141,True,,,2020-08-04 18:23:40,2020
127,142,0,True,0,True,2,9,False,12,2020-08-04 18:14:53+00:00,active,142,True,,,2020-08-04 18:23:40,2020
128,143,0,True,0,True,1,7,False,15,2020-08-04 18:23:12+00:00,active,143,True,,,2020-08-04 18:23:40,2020
129,144,0,True,0,True,0,3,False,16,2020-08-04 18:14:51+00:00,active,144,True,,,2020-08-04 18:23:40,2020
130,145,0,True,0,True,0,14,False,5,2020-08-04 16:46:28+00:00,active,145,True,,,2020-08-04 18:23:40,2020
131,146,0,True,0,True,2,12,False,5,2020-08-04 17:31:00+00:00,active,146,True,,,2020-08-04 18:23:40,2020
132,149,0,True,0,True,0,11,True,7,2020-08-04 18:22:42+00:00,active,149,True,,,2020-08-04 18:23:40,2020
133,150,0,True,0,True,0,0,False,0,1970-01-02 00:00:00+00:00,active,150,False,,,2020-08-04 18:23:40,1970
134,151,0,True,0,True,0,13,False,6,2020-08-04 18:23:26+00:00,active,151,True,,,2020-08-04 18:23:40,2020
135,152,0,True,0,True,0,12,True,3,2020-08-04 18:07:52+00:00,active,152,True,,,2020-08-04 18:23:40,2020
136,156,0,True,0,True,0,4,False,11,2020-08-04 18:14:14+00:00,active,156,True,,,2020-08-04 18:23:40,2020
137,157,0,True,0,True,3,9,False,3,2020-08-04 18:15:18+00:00,active,157,True,,,2020-08-04 18:23:40,2020
138,159,0,True,0,True,1,4,False,10,2020-08-04 18:18:13+00:00,active,159,True,,,2020-08-04 18:23:40,2020
139,160,0,True,0,True,1,2,True,11,2020-08-04 17:51:47+00:00,active,160,True,,,2020-08-04 18:23:40,2020
140,161,0,True,0,True,0,7,True,16,2020-08-04 18:19:37+00:00,active,161,True,,,2020-08-04 18:23:40,2020
141,162,0,True,0,True,0,4,False,11,2020-08-04 17:35:18+00:00,active,162,True,,,2020-08-04 18:23:40,2020
142,163,0,True,0,True,0,6,True,13,2020-08-04 17:59:14+00:00,active,163,True,,,2020-08-04 18:23:40,2020
143,167,0,True,0,True,0,13,False,2,2020-08-04 18:05:00+00:00,active,167,True,,,2020-08-04 18:23:40,2020
144,169,0,True,0,True,0,14,False,5,2020-08-04 17:55:08+00:00,active,169,True,,,2020-08-04 18:23:40,2020
145,170,0,True,0,True,0,1,True,13,2020-08-04 15:44:17+00:00,active,170,True,,,2020-08-04 18:23:40,2020
146,171,0,True,0,True,0,5,True,18,2020-08-04 12:50:10+00:00,active,171,True,,,2020-08-04 18:23:40,2020
147,173,0,True,0,True,0,7,True,7,2020-08-04 17:59:48+00:00,active,173,True,,,2020-08-04 18:23:40,2020
148,174,0,True,0,True,0,6,False,9,2020-08-04 17:45:49+00:00,active,174,True,,,2020-08-04 18:23:40,2020
149,175,0,True,0,True,0,1,True,16,2020-08-04 18:04:15+00:00,active,175,True,,,2020-08-04 18:23:40,2020
150,176,0,True,0,True,0,3,False,12,2020-08-04 17:52:06+00:00,active,176,True,,,2020-08-04 18:23:40,2020
151,177,0,True,0,True,0,11,False,8,2020-08-04 17:16:02+00:00,active,177,True,,,2020-08-04 18:23:40,2020
152,178,0,True,0,True,0,1,False,18,2020-08-04 18:16:27+00:00,active,178,True,,,2020-08-04 18:23:40,2020
153,179,0,True,0,True,0,12,False,13,2020-08-04 18:21:39+00:00,active,179,True,,,2020-08-04 18:23:40,2020
154,180,0,True,0,True,0,16,False,3,2020-08-04 17:12:47+00:00,active,180,True,,,2020-08-04 18:23:40,2020
155,181,0,True,0,True,1,16,False,2,2020-08-04 18:08:43+00:00,active,181,True,,,2020-08-04 18:23:40,2020
156,182,0,True,0,True,1,1,True,17,2020-08-04 18:14:15+00:00,active,182,True,,,2020-08-04 18:23:40,2020
157,183,0,True,0,True,0,11,False,8,2020-08-04 18:15:59+00:00,active,183,True,,,2020-08-04 18:23:40,2020
158,184,0,True,0,True,1,11,False,7,2020-08-04 18:14:39+00:00,active,184,True,,,2020-08-04 18:23:40,2020
159,185,0,True,0,True,1,2,False,12,2020-08-04 17:36:10+00:00,active,185,True,,,2020-08-04 18:23:40,2020
160,186,0,True,0,True,0,1,True,14,2020-08-04 17:46:40+00:00,active,186,True,,,2020-08-04 18:23:40,2020
161,187,0,True,0,True,0,14,False,1,2020-08-04 15:40:14+00:00,active,187,True,,,2020-08-04 18:23:40,2020
162,188,0,True,0,True,0,4,False,11,2020-08-04 17:09:15+00:00,active,188,True,,,2020-08-04 18:23:40,2020
163,189,0,True,0,True,0,6,False,17,2020-08-04 18:11:05+00:00,active,189,True,,,2020-08-04 18:23:40,2020
164,190,0,True,0,True,0,9,True,28,2020-08-04 18:21:29+00:00,active,190,True,,,2020-08-04 18:23:40,2020
165,191,0,True,0,True,0,4,False,11,2020-08-04 17:43:56+00:00,active,191,True,,,2020-08-04 18:23:40,2020
166,192,0,True,0,True,0,9,False,10,2020-08-04 18:12:02+00:00,active,192,True,,,2020-08-04 18:23:40,2020
167,193,0,True,0,True,2,7,True,6,2020-08-04 18:23:01+00:00,active,193,True,,,2020-08-04 18:23:40,2020
168,194,0,True,0,True,0,6,False,13,2020-08-04 16:50:01+00:00,active,194,True,,,2020-08-04 18:23:40,2020
169,195,0,True,0,True,1,4,False,18,2020-08-04 18:14:24+00:00,active,195,True,,,2020-08-04 18:23:40,2020
170,196,0,True,0,True,0,2,True,8,2020-08-04 18:12:03+00:00,active,196,True,,,2020-08-04 18:23:40,2020
171,197,0,True,0,True,0,0,False,15,2020-08-04 17:43:33+00:00,active,197,True,,,2020-08-04 18:23:40,2020
172,199,0,True,0,True,0,12,False,3,2020-08-04 10:28:56+00:00,active,199,True,,,2020-08-04 18:23:40,2020
173,200,0,True,0,True,1,13,False,5,2020-08-04 16:46:56+00:00,active,200,True,,,2020-08-04 18:23:40,2020
174,201,0,True,0,True,0,0,False,15,2020-08-04 12:17:44+00:00,active,201,True,,,2020-08-04 18:23:40,2020
175,202,0,True,0,True,1,0,False,14,2020-08-04 18:10:32+00:00,active,202,True,,,2020-08-04 18:23:40,2020
176,203,0,True,0,True,0,6,False,9,2020-08-04 08:21:44+00:00,active,203,True,,,2020-08-04 18:23:40,2020
177,204,0,True,0,True,0,2,False,13,2020-08-04 15:21:35+00:00,active,204,True,,,2020-08-04 18:23:40,2020
178,205,0,True,0,True,0,7,False,8,2020-08-04 08:49:49+00:00,active,205,True,,,2020-08-04 18:23:40,2020
179,206,0,True,0,True,0,9,False,14,2020-08-04 17:40:14+00:00,active,206,True,,,2020-08-04 18:23:40,2020
180,208,0,True,0,True,0,15,True,0,2020-08-04 18:08:42+00:00,active,208,True,,,2020-08-04 18:23:40,2020
181,209,0,True,0,True,0,6,False,9,2020-08-04 16:08:34+00:00,active,209,True,,,2020-08-04 18:23:40,2020
182,210,0,True,0,True,1,2,False,12,2020-08-04 16:13:15+00:00,active,210,True,,,2020-08-04 18:23:40,2020
183,211,0,True,0,True,0,16,False,3,2020-08-04 18:20:14+00:00,active,211,True,,,2020-08-04 18:23:40,2020
184,212,0,True,0,True,0,24,False,9,2020-08-04 15:17:56+00:00,active,212,True,,,2020-08-04 18:23:40,2020
185,213,0,True,0,True,0,5,True,11,2020-08-04 17:54:14+00:00,active,213,True,,,2020-08-04 18:23:40,2020
186,214,0,True,0,True,0,6,False,9,2020-08-04 18:15:02+00:00,active,214,True,,,2020-08-04 18:23:40,2020
187,215,0,True,0,True,0,13,False,2,2020-08-04 17:58:30+00:00,active,215,True,,,2020-08-04 18:23:40,2020
188,216,0,True,0,True,0,12,False,7,2020-08-04 18:10:19+00:00,active,216,True,,,2020-08-04 18:23:40,2020
189,217,0,True,0,True,1,14,False,4,2020-08-04 18:21:21+00:00,active,217,True,,,2020-08-04 18:23:40,2020
190,218,0,True,0,True,1,6,False,8,2020-08-04 18:07:06+00:00,active,218,True,,,2020-08-04 18:23:40,2020
191,219,0,True,0,True,0,7,False,8,2020-08-04 08:56:33+00:00,active,219,True,,,2020-08-04 18:23:40,2020
192,221,0,True,0,True,0,8,False,11,2020-08-04 18:16:29+00:00,active,221,True,,,2020-08-04 18:23:40,2020
193,222,0,True,0,True,0,4,True,10,2020-08-04 18:16:34+00:00,active,222,True,,,2020-08-04 18:23:40,2020
194,224,0,True,0,True,0,4,False,13,2020-08-04 18:07:42+00:00,active,224,True,,,2020-08-04 18:23:40,2020
195,225,0,True,0,True,0,1,False,18,2020-08-04 18:06:37+00:00,active,225,True,,,2020-08-04 18:23:40,2020
196,226,0,True,0,True,1,0,False,14,2020-08-04 17:51:41+00:00,active,226,True,,,2020-08-04 18:23:40,2020
197,227,0,True,0,True,0,1,False,18,2020-08-04 17:50:17+00:00,active,227,True,,,2020-08-04 18:23:40,2020
198,228,0,True,0,True,1,15,False,3,2020-08-04 17:03:22+00:00,active,228,True,,,2020-08-04 18:23:40,2020
199,232,0,True,0,True,0,3,False,8,2020-08-04 16:10:44+00:00,active,232,True,,,2020-08-04 18:23:40,2020
200,233,0,True,1,True,0,4,False,10,2020-08-04 18:18:24+00:00,active,233,True,,,2020-08-04 18:23:40,2020
201,234,0,True,0,True,0,1,False,14,2020-08-04 17:19:34+00:00,active,234,True,,,2020-08-04 18:23:40,2020
202,235,0,True,0,True,0,0,False,15,2020-08-04 16:31:05+00:00,active,235,True,,,2020-08-04 18:23:40,2020
203,236,0,True,0,True,0,9,False,6,2020-08-04 18:18:19+00:00,active,236,True,,,2020-08-04 18:23:40,2020
204,239,0,True,0,True,0,10,False,5,2020-08-04 17:59:42+00:00,active,239,True,,,2020-08-04 18:23:40,2020
205,255,0,True,0,True,0,11,False,4,2020-08-04 09:01:20+00:00,active,255,True,,,2020-08-04 18:23:40,2020
206,258,0,True,0,True,0,13,False,2,2020-08-04 17:09:26+00:00,active,258,True,,,2020-08-04 18:23:40,2020
207,259,0,True,0,True,0,0,False,15,2020-08-04 09:01:37+00:00,active,259,True,,,2020-08-04 18:23:40,2020
208,260,0,True,0,True,0,0,False,15,2020-08-04 17:52:53+00:00,active,260,True,,,2020-08-04 18:23:40,2020
209,271,0,True,0,True,0,8,False,7,2020-08-04 17:16:27+00:00,active,271,True,,,2020-08-04 18:23:40,2020
210,272,0,True,0,True,0,6,False,13,2020-08-04 09:00:19+00:00,active,272,True,,,2020-08-04 18:23:40,2020
211,273,0,True,0,True,1,26,False,13,2020-08-04 17:49:00+00:00,active,273,True,,,2020-08-04 18:23:40,2020
212,279,0,True,0,True,0,3,False,16,2020-08-04 17:53:53+00:00,active,279,True,,,2020-08-04 18:23:40,2020
213,280,0,True,0,True,0,0,False,19,2020-08-04 12:31:48+00:00,active,280,True,,,2020-08-04 18:23:40,2020
214,282,0,True,0,True,0,11,False,4,2020-08-04 18:10:31+00:00,active,282,True,,,2020-08-04 18:23:40,2020
215,296,0,True,0,True,1,7,False,15,2020-08-04 17:24:45+00:00,active,296,True,,,2020-08-04 18:23:40,2020
216,318,0,True,0,True,0,16,False,3,2020-08-04 18:21:27+00:00,active,318,True,,,2020-08-04 18:23:40,2020
217,319,0,True,0,True,0,11,False,14,2020-08-04 18:17:46+00:00,active,319,True,,,2020-08-04 18:23:40,2020
218,327,0,True,0,True,0,6,False,9,2020-08-04 18:10:52+00:00,active,327,True,,,2020-08-04 18:23:40,2020
219,328,0,True,0,True,0,6,False,9,2020-08-04 18:03:52+00:00,active,328,True,,,2020-08-04 18:23:40,2020
220,329,0,True,0,True,0,9,False,6,2020-08-04 15:36:44+00:00,active,329,True,,,2020-08-04 18:23:40,2020
221,330,0,True,0,True,0,2,False,13,2020-08-04 17:44:00+00:00,active,330,True,,,2020-08-04 18:23:40,2020
222,331,0,True,0,True,0,9,False,6,2020-08-04 18:18:10+00:00,active,331,True,,,2020-08-04 18:23:40,2020
